product_id,company_id,order_id,id,external_line_number,expected_delivery_date,quantity_submitted,quantity_confirmed,quantity_received,order_line_id,schedule_creation_date,delivery_date
abc123,ACPG,Order_35,OLS_32903ee8-9aa9-11ee-9e54-acde48001122,35,2022-10-20T02:49:58Z,1.0,1.0,1.0,OLS_32903ee8-9aa9-11ee-9e54-acde48001122,2022-10-10T02:49:58Z,2022-10-27T02:49:58Z
abc123,ACPG,Order_36,OLS_32903f06-9aa9-11ee-9e54-acde48001122,36,2022-11-05T20:49:58Z,12.0,12.0,10.0,OLS_32903f06-9aa9-11ee-9e54-acde48001122,2022-10-26T20:49:58Z,2022-11-12T20:49:58Z
abc123,ACPG,Order_37,OLS_32903f2e-9aa9-11ee-9e54-acde48001122,37,2022-11-22T14:49:58Z,6.0,6.0,4.0,OLS_32903f2e-9aa9-11ee-9e54-acde48001122,2022-11-12T14:49:58Z,2022-11-29T14:49:58Z
abc123,ACPG,Order_38,OLS_32903f56-9aa9-11ee-9e54-acde48001122,38,2022-12-09T08:49:58Z,2.0,2.0,0.0,OLS_32903f56-9aa9-11ee-9e54-acde48001122,2022-11-29T08:49:58Z,2022-12-16T08:49:58Z
abc123,ACPG,Order_39,OLS_32903f7e-9aa9-11ee-9e54-acde48001122,39,2022-12-26T02:49:58Z,7.0,7.0,5.0,OLS_32903f7e-9aa9-11ee-9e54-acde48001122,2022-12-16T02:49:58Z,2023-01-02T02:49:58Z
abc123,ACPG,Order_40,OLS_32903fa6-9aa9-11ee-9e54-acde48001122,40,2023-01-11T20:49:58Z,10.0,10.0,12.0,OLS_32903fa6-9aa9-11ee-9e54-acde48001122,2023-01-01T20:49:58Z,2023-01-18T20:49:58Z
abc123,ACPG,Order_41,OLS_32903fc4-9aa9-11ee-9e54-acde48001122,41,2023-01-28T14:49:58Z,11.0,11.0,9.0,OLS_32903fc4-9aa9-11ee-9e54-acde48001122,2023-01-18T14:49:58Z,2023-02-04T14:49:58Z
abc123,ACPG,Order_42,OLS_32903fec-9aa9-11ee-9e54-acde48001122,42,2023-02-14T08:49:58Z,9.0,9.0,7.0,OLS_32903fec-9aa9-11ee-9e54-acde48001122,2023-02-04T08:49:58Z,2023-02-21T08:49:58Z
abc123,ACPG,Order_43,OLS_32904014-9aa9-11ee-9e54-acde48001122,43,2023-03-03T02:49:58Z,4.0,4.0,2.0,OLS_32904014-9aa9-11ee-9e54-acde48001122,2023-02-21T02:49:58Z,2023-03-10T02:49:58Z
abc123,ACPG,Order_44,OLS_3290403c-9aa9-11ee-9e54-acde48001122,44,2023-03-19T20:49:58Z,3.0,3.0,1.0,OLS_3290403c-9aa9-11ee-9e54-acde48001122,2023-03-09T20:49:58Z,2023-03-26T20:49:58Z
abc123,ACPG,Order_45,OLS_32904064-9aa9-11ee-9e54-acde48001122,45,2023-04-05T13:49:58Z,5.0,5.0,7.0,OLS_32904064-9aa9-11ee-9e54-acde48001122,2023-03-26T14:49:58Z,2023-04-12T13:49:58Z
abc123,ACPG,Order_46,OLS_32904082-9aa9-11ee-9e54-acde48001122,46,2023-04-22T07:49:58Z,1.0,1.0,3.0,OLS_32904082-9aa9-11ee-9e54-acde48001122,2023-04-12T07:49:58Z,2023-04-29T07:49:58Z
abc123,ACPG,Order_47,OLS_329040aa-9aa9-11ee-9e54-acde48001122,47,2023-05-09T01:49:58Z,5.0,5.0,3.0,OLS_329040aa-9aa9-11ee-9e54-acde48001122,2023-04-29T01:49:58Z,2023-05-16T01:49:58Z
abc123,ACPG,Order_48,OLS_329040d2-9aa9-11ee-9e54-acde48001122,48,2023-05-25T19:49:58Z,3.0,3.0,1.0,OLS_329040d2-9aa9-11ee-9e54-acde48001122,2023-05-15T19:49:58Z,2023-06-01T19:49:58Z
abc123,ACPG,Order_49,OLS_329040f0-9aa9-11ee-9e54-acde48001122,49,2023-06-11T13:49:58Z,1.0,1.0,1.0,OLS_329040f0-9aa9-11ee-9e54-acde48001122,2023-06-01T13:49:58Z,2023-06-18T13:49:58Z
abc123,ACPG,Order_50,OLS_32904118-9aa9-11ee-9e54-acde48001122,50,2023-06-28T07:49:58Z,3.0,3.0,1.0,OLS_32904118-9aa9-11ee-9e54-acde48001122,2023-06-18T07:49:58Z,2023-07-05T07:49:58Z
abc123,ACPG,Order_51,OLS_32904140-9aa9-11ee-9e54-acde48001122,51,2023-07-15T01:49:58Z,12.0,12.0,10.0,OLS_32904140-9aa9-11ee-9e54-acde48001122,2023-07-05T01:49:58Z,2023-07-22T01:49:58Z
abc123,ACPG,Order_52,OLS_32904168-9aa9-11ee-9e54-acde48001122,52,2023-07-31T19:49:58Z,2.0,2.0,4.0,OLS_32904168-9aa9-11ee-9e54-acde48001122,2023-07-21T19:49:58Z,2023-08-07T19:49:58Z
abc123,ACPG,Order_53,OLS_32904186-9aa9-11ee-9e54-acde48001122,53,2023-08-17T13:49:58Z,6.0,6.0,4.0,OLS_32904186-9aa9-11ee-9e54-acde48001122,2023-08-07T13:49:58Z,2023-08-24T13:49:58Z
abc123,ACPG,Order_54,OLS_329041ae-9aa9-11ee-9e54-acde48001122,54,2023-09-03T08:49:58Z,3.0,3.0,1.0,OLS_329041ae-9aa9-11ee-9e54-acde48001122,2023-08-24T07:49:58Z,2023-09-10T08:49:58Z
abc123,ACPG,Order_55,OLS_329041d6-9aa9-11ee-9e54-acde48001122,55,2023-09-20T02:49:58Z,6.0,6.0,8.0,OLS_329041d6-9aa9-11ee-9e54-acde48001122,2023-09-10T02:49:58Z,2023-09-27T02:49:58Z
abc123,ACPG,Order_56,OLS_329041fe-9aa9-11ee-9e54-acde48001122,56,2023-10-06T20:49:58Z,8.0,8.0,10.0,OLS_329041fe-9aa9-11ee-9e54-acde48001122,2023-09-26T20:49:58Z,2023-10-13T20:49:58Z
abc123,ACPG,Order_57,OLS_32904226-9aa9-11ee-9e54-acde48001122,57,2023-10-23T14:49:58Z,12.0,12.0,10.0,OLS_32904226-9aa9-11ee-9e54-acde48001122,2023-10-13T14:49:58Z,2023-10-30T14:49:58Z
abc123,ACPG,Order_58,OLS_32904244-9aa9-11ee-9e54-acde48001122,58,2023-11-09T08:49:58Z,1.0,1.0,1.0,OLS_32904244-9aa9-11ee-9e54-acde48001122,2023-10-30T08:49:58Z,2023-11-16T08:49:58Z
abc123,ACPG,Order_59,OLS_3290426c-9aa9-11ee-9e54-acde48001122,59,2023-11-26T02:49:58Z,4.0,4.0,6.0,OLS_3290426c-9aa9-11ee-9e54-acde48001122,2023-11-16T02:49:58Z,2023-12-03T02:49:58Z
abc123,ACPG,Order_60,OLS_32904294-9aa9-11ee-9e54-acde48001122,60,2023-12-12T20:49:58Z,5.0,5.0,7.0,OLS_32904294-9aa9-11ee-9e54-acde48001122,2023-12-02T20:49:58Z,2023-12-19T20:49:58Z
abc123,ACPG,Order_61,OLS_329042b2-9aa9-11ee-9e54-acde48001122,61,2023-12-29T14:49:58Z,15.0,15.0,13.0,OLS_329042b2-9aa9-11ee-9e54-acde48001122,2023-12-19T14:49:58Z,2024-01-05T14:49:58Z
abc123,ACPG,Order_62,OLS_329042da-9aa9-11ee-9e54-acde48001122,62,2024-01-15T08:49:58Z,2.0,2.0,0.0,OLS_329042da-9aa9-11ee-9e54-acde48001122,2024-01-05T08:49:58Z,2024-01-22T08:49:58Z
abc123,ACPG,Order_63,OLS_32904302-9aa9-11ee-9e54-acde48001122,63,2024-02-01T02:49:58Z,3.0,3.0,1.0,OLS_32904302-9aa9-11ee-9e54-acde48001122,2024-01-22T02:49:58Z,2024-02-08T02:49:58Z
abc123,ACPG,Order_64,OLS_32904320-9aa9-11ee-9e54-acde48001122,64,2024-02-17T20:49:58Z,6.0,6.0,4.0,OLS_32904320-9aa9-11ee-9e54-acde48001122,2024-02-07T20:49:58Z,2024-02-24T20:49:58Z
abc123,ACPG,Order_65,OLS_32904348-9aa9-11ee-9e54-acde48001122,65,2024-03-05T14:49:58Z,1.0,1.0,1.0,OLS_32904348-9aa9-11ee-9e54-acde48001122,2024-02-24T14:49:58Z,2024-03-12T14:49:58Z
abc123,ACPG,Order_66,OLS_3290437a-9aa9-11ee-9e54-acde48001122,66,2021-03-29T14:49:58Z,10.0,10.0,8.0,OLS_3290437a-9aa9-11ee-9e54-acde48001122,2021-03-19T14:49:58Z,2021-04-05T13:49:58Z
abc123,ACPG,Order_67,OLS_32904398-9aa9-11ee-9e54-acde48001122,67,2021-04-15T07:49:58Z,1.0,1.0,3.0,OLS_32904398-9aa9-11ee-9e54-acde48001122,2021-04-05T07:49:58Z,2021-04-22T07:49:58Z
abc123,ACPG,Order_68,OLS_329043c0-9aa9-11ee-9e54-acde48001122,68,2021-05-02T01:49:58Z,9.0,9.0,7.0,OLS_329043c0-9aa9-11ee-9e54-acde48001122,2021-04-22T01:49:58Z,2021-05-09T01:49:58Z
abc123,ACPG,Order_69,OLS_329043e8-9aa9-11ee-9e54-acde48001122,69,2021-05-18T19:49:58Z,9.0,9.0,7.0,OLS_329043e8-9aa9-11ee-9e54-acde48001122,2021-05-08T19:49:58Z,2021-05-25T19:49:58Z
abc123,ACPG,Order_70,OLS_32904410-9aa9-11ee-9e54-acde48001122,70,2021-06-04T13:49:58Z,2.0,2.0,4.0,OLS_32904410-9aa9-11ee-9e54-acde48001122,2021-05-25T13:49:58Z,2021-06-11T13:49:58Z
abc123,ACPG,Order_71,OLS_32904438-9aa9-11ee-9e54-acde48001122,71,2021-06-21T07:49:58Z,16.0,16.0,14.0,OLS_32904438-9aa9-11ee-9e54-acde48001122,2021-06-11T07:49:58Z,2021-06-28T07:49:58Z
abc123,ACPG,Order_72,OLS_32904456-9aa9-11ee-9e54-acde48001122,72,2021-07-08T01:49:58Z,14.0,14.0,12.0,OLS_32904456-9aa9-11ee-9e54-acde48001122,2021-06-28T01:49:58Z,2021-07-15T01:49:58Z
abc123,ACPG,Order_73,OLS_3290447e-9aa9-11ee-9e54-acde48001122,73,2021-07-24T19:49:58Z,5.0,5.0,3.0,OLS_3290447e-9aa9-11ee-9e54-acde48001122,2021-07-14T19:49:58Z,2021-07-31T19:49:58Z
abc123,ACPG,Order_74,OLS_329044a6-9aa9-11ee-9e54-acde48001122,74,2021-08-10T13:49:58Z,1.0,1.0,3.0,OLS_329044a6-9aa9-11ee-9e54-acde48001122,2021-07-31T13:49:58Z,2021-08-17T13:49:58Z
abc123,ACPG,Order_75,OLS_329044ce-9aa9-11ee-9e54-acde48001122,75,2021-08-27T07:49:58Z,3.0,3.0,5.0,OLS_329044ce-9aa9-11ee-9e54-acde48001122,2021-08-17T07:49:58Z,2021-09-03T07:49:58Z
abc123,ACPG,Order_76,OLS_329044ec-9aa9-11ee-9e54-acde48001122,76,2021-09-13T02:49:58Z,2.0,2.0,0.0,OLS_329044ec-9aa9-11ee-9e54-acde48001122,2021-09-03T01:49:58Z,2021-09-20T02:49:58Z
abc123,ACPG,Order_77,OLS_32904514-9aa9-11ee-9e54-acde48001122,77,2021-09-29T20:49:58Z,0.0,0.0,2.0,OLS_32904514-9aa9-11ee-9e54-acde48001122,2021-09-19T20:49:58Z,2021-10-06T20:49:58Z
abc123,ACPG,Order_78,OLS_32904546-9aa9-11ee-9e54-acde48001122,78,2021-10-16T14:49:58Z,1.0,1.0,1.0,OLS_32904546-9aa9-11ee-9e54-acde48001122,2021-10-06T14:49:58Z,2021-10-23T14:49:58Z
abc123,ACPG,Order_79,OLS_3290456e-9aa9-11ee-9e54-acde48001122,79,2021-11-02T08:49:58Z,9.0,9.0,7.0,OLS_3290456e-9aa9-11ee-9e54-acde48001122,2021-10-23T08:49:58Z,2021-11-09T08:49:58Z
abc123,ACPG,Order_80,OLS_3290458c-9aa9-11ee-9e54-acde48001122,80,2021-11-19T02:49:58Z,3.0,3.0,1.0,OLS_3290458c-9aa9-11ee-9e54-acde48001122,2021-11-09T02:49:58Z,2021-11-26T02:49:58Z
abc123,ACPG,Order_81,OLS_329046cc-9aa9-11ee-9e54-acde48001122,81,2021-12-05T20:49:58Z,4.0,4.0,2.0,OLS_329046cc-9aa9-11ee-9e54-acde48001122,2021-11-25T20:49:58Z,2021-12-12T20:49:58Z
abc123,ACPG,Order_82,OLS_329046f4-9aa9-11ee-9e54-acde48001122,82,2021-12-22T14:49:58Z,4.0,4.0,2.0,OLS_329046f4-9aa9-11ee-9e54-acde48001122,2021-12-12T14:49:58Z,2021-12-29T14:49:58Z
abc123,ACPG,Order_83,OLS_3290471c-9aa9-11ee-9e54-acde48001122,83,2022-01-08T08:49:58Z,5.0,5.0,3.0,OLS_3290471c-9aa9-11ee-9e54-acde48001122,2021-12-29T08:49:58Z,2022-01-15T08:49:58Z
abc123,ACPG,Order_84,OLS_32904744-9aa9-11ee-9e54-acde48001122,84,2022-01-25T02:49:58Z,1.0,1.0,1.0,OLS_32904744-9aa9-11ee-9e54-acde48001122,2022-01-15T02:49:58Z,2022-02-01T02:49:58Z
abc123,ACPG,Order_85,OLS_3290476c-9aa9-11ee-9e54-acde48001122,85,2022-02-10T20:49:58Z,8.0,8.0,6.0,OLS_3290476c-9aa9-11ee-9e54-acde48001122,2022-01-31T20:49:58Z,2022-02-17T20:49:58Z
abc123,ACPG,Order_86,OLS_3290478a-9aa9-11ee-9e54-acde48001122,86,2022-02-27T14:49:58Z,3.0,3.0,1.0,OLS_3290478a-9aa9-11ee-9e54-acde48001122,2022-02-17T14:49:58Z,2022-03-06T14:49:58Z
abc123,ACPG,Order_87,OLS_329047b2-9aa9-11ee-9e54-acde48001122,87,2022-03-16T08:49:58Z,16.0,16.0,14.0,OLS_329047b2-9aa9-11ee-9e54-acde48001122,2022-03-06T08:49:58Z,2022-03-23T08:49:58Z
abc123,ACPG,Order_88,OLS_329047da-9aa9-11ee-9e54-acde48001122,88,2022-04-02T02:49:58Z,0.0,0.0,2.0,OLS_329047da-9aa9-11ee-9e54-acde48001122,2022-03-23T02:49:58Z,2022-04-09T01:49:58Z
abc123,ACPG,Order_89,OLS_32904802-9aa9-11ee-9e54-acde48001122,89,2022-04-18T19:49:58Z,9.0,9.0,7.0,OLS_32904802-9aa9-11ee-9e54-acde48001122,2022-04-08T19:49:58Z,2022-04-25T19:49:58Z
abc123,ACPG,Order_90,OLS_3290482a-9aa9-11ee-9e54-acde48001122,90,2022-05-05T13:49:58Z,6.0,6.0,4.0,OLS_3290482a-9aa9-11ee-9e54-acde48001122,2022-04-25T13:49:58Z,2022-05-12T13:49:58Z
abc123,ACPG,Order_91,OLS_32904852-9aa9-11ee-9e54-acde48001122,91,2022-05-22T07:49:58Z,3.0,3.0,1.0,OLS_32904852-9aa9-11ee-9e54-acde48001122,2022-05-12T07:49:58Z,2022-05-29T07:49:58Z
abc123,ACPG,Order_92,OLS_3290487a-9aa9-11ee-9e54-acde48001122,92,2022-06-08T01:49:58Z,8.0,8.0,6.0,OLS_3290487a-9aa9-11ee-9e54-acde48001122,2022-05-29T01:49:58Z,2022-06-15T01:49:58Z
abc123,ACPG,Order_93,OLS_329048a2-9aa9-11ee-9e54-acde48001122,93,2022-06-24T19:49:58Z,6.0,6.0,4.0,OLS_329048a2-9aa9-11ee-9e54-acde48001122,2022-06-14T19:49:58Z,2022-07-01T19:49:58Z
abc123,ACPG,Order_94,OLS_329048ca-9aa9-11ee-9e54-acde48001122,94,2022-07-11T13:49:58Z,0.0,0.0,2.0,OLS_329048ca-9aa9-11ee-9e54-acde48001122,2022-07-01T13:49:58Z,2022-07-18T13:49:58Z
abc123,ACPG,Order_95,OLS_329048f2-9aa9-11ee-9e54-acde48001122,95,2022-07-28T07:49:58Z,1.0,1.0,1.0,OLS_329048f2-9aa9-11ee-9e54-acde48001122,2022-07-18T07:49:58Z,2022-08-04T07:49:58Z
abc123,ACPG,Order_96,OLS_3290491a-9aa9-11ee-9e54-acde48001122,96,2022-08-14T01:49:58Z,0.0,0.0,2.0,OLS_3290491a-9aa9-11ee-9e54-acde48001122,2022-08-04T01:49:58Z,2022-08-21T01:49:58Z
abc123,ACPG,Order_97,OLS_32904938-9aa9-11ee-9e54-acde48001122,97,2022-08-30T19:49:58Z,6.0,6.0,8.0,OLS_32904938-9aa9-11ee-9e54-acde48001122,2022-08-20T19:49:58Z,2022-09-06T19:49:58Z
abc123,ACPG,Order_98,OLS_32904960-9aa9-11ee-9e54-acde48001122,98,2022-09-16T14:49:58Z,1.0,1.0,1.0,OLS_32904960-9aa9-11ee-9e54-acde48001122,2022-09-06T13:49:58Z,2022-09-23T14:49:58Z
abc123,ACPG,Order_99,OLS_32904988-9aa9-11ee-9e54-acde48001122,99,2022-10-03T08:49:58Z,7.0,7.0,5.0,OLS_32904988-9aa9-11ee-9e54-acde48001122,2022-09-23T08:49:58Z,2022-10-10T08:49:58Z
abc123,ACPG,Order_100,OLS_329049b0-9aa9-11ee-9e54-acde48001122,100,2022-10-20T02:49:58Z,6.0,6.0,4.0,OLS_329049b0-9aa9-11ee-9e54-acde48001122,2022-10-10T02:49:58Z,2022-10-27T02:49:58Z
abc123,ACPG,Order_101,OLS_329049d8-9aa9-11ee-9e54-acde48001122,101,2022-11-05T20:49:58Z,6.0,6.0,4.0,OLS_329049d8-9aa9-11ee-9e54-acde48001122,2022-10-26T20:49:58Z,2022-11-12T20:49:58Z
abc123,ACPG,Order_102,OLS_329049f6-9aa9-11ee-9e54-acde48001122,102,2022-11-22T14:49:58Z,2.0,2.0,4.0,OLS_329049f6-9aa9-11ee-9e54-acde48001122,2022-11-12T14:49:58Z,2022-11-29T14:49:58Z
abc123,ACPG,Order_103,OLS_32904a1e-9aa9-11ee-9e54-acde48001122,103,2022-12-09T08:49:58Z,0.0,0.0,2.0,OLS_32904a1e-9aa9-11ee-9e54-acde48001122,2022-11-29T08:49:58Z,2022-12-16T08:49:58Z
abc123,ACPG,Order_104,OLS_32904a46-9aa9-11ee-9e54-acde48001122,104,2022-12-26T02:49:58Z,9.0,9.0,7.0,OLS_32904a46-9aa9-11ee-9e54-acde48001122,2022-12-16T02:49:58Z,2023-01-02T02:49:58Z
abc123,ACPG,Order_105,OLS_32904a6e-9aa9-11ee-9e54-acde48001122,105,2023-01-11T20:49:58Z,5.0,5.0,3.0,OLS_32904a6e-9aa9-11ee-9e54-acde48001122,2023-01-01T20:49:58Z,2023-01-18T20:49:58Z
abc123,ACPG,Order_106,OLS_32904a96-9aa9-11ee-9e54-acde48001122,106,2023-01-28T14:49:58Z,7.0,7.0,9.0,OLS_32904a96-9aa9-11ee-9e54-acde48001122,2023-01-18T14:49:58Z,2023-02-04T14:49:58Z
abc123,ACPG,Order_107,OLS_32904ab4-9aa9-11ee-9e54-acde48001122,107,2023-02-14T08:49:58Z,3.0,3.0,1.0,OLS_32904ab4-9aa9-11ee-9e54-acde48001122,2023-02-04T08:49:58Z,2023-02-21T08:49:58Z
