product_id,company_id,from_site_id,shipped_qty,expected_ship_date,actual_ship_date,actual_delivery_date,db_creation_dttm,id,cust_order_id,cust_order_line_id
abc123,ACPG,mnop1234,2.0,2023-10-13T14:49:58.303382-03:00,2023-10-13T14:49:58.303382-03:00,2023-10-13T14:49:58.303382-03:00,2023-10-13T14:49:58.303382-03:00,OO_34bdeac6-9aa9-11ee-9e54-acde48001122,coid_34c27d98-9aa9-11ee-9e54-acde48001122,colid_34c7d338-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-10-14T14:49:58.303382-03:00,2023-10-14T14:49:58.303382-03:00,2023-10-14T14:49:58.303382-03:00,2023-10-14T14:49:58.303382-03:00,OO_34bdeaee-9aa9-11ee-9e54-acde48001122,coid_34c27dc0-9aa9-11ee-9e54-acde48001122,colid_34c7d356-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,OO_34bdeb16-9aa9-11ee-9e54-acde48001122,coid_34c27dde-9aa9-11ee-9e54-acde48001122,colid_34c7d37e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,OO_34bdeb34-9aa9-11ee-9e54-acde48001122,coid_34c27e06-9aa9-11ee-9e54-acde48001122,colid_34c7d3a6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,OO_34bdeb5c-9aa9-11ee-9e54-acde48001122,coid_34c27e24-9aa9-11ee-9e54-acde48001122,colid_34c7d3c4-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,OO_34bdeb7a-9aa9-11ee-9e54-acde48001122,coid_34c27e4c-9aa9-11ee-9e54-acde48001122,colid_34c7d3ec-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,6.0,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,OO_34bdeba2-9aa9-11ee-9e54-acde48001122,coid_34c27e74-9aa9-11ee-9e54-acde48001122,colid_34c7d414-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,6.0,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,OO_34bdebca-9aa9-11ee-9e54-acde48001122,coid_34c27e92-9aa9-11ee-9e54-acde48001122,colid_34c7d432-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,OO_34bdebe8-9aa9-11ee-9e54-acde48001122,coid_34c27eba-9aa9-11ee-9e54-acde48001122,colid_34c7d45a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,OO_34bdec10-9aa9-11ee-9e54-acde48001122,coid_34c27ed8-9aa9-11ee-9e54-acde48001122,colid_34c7d482-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,OO_34bdec38-9aa9-11ee-9e54-acde48001122,coid_34c27f00-9aa9-11ee-9e54-acde48001122,colid_34c7d4aa-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,OO_34bdec60-9aa9-11ee-9e54-acde48001122,coid_34c27f28-9aa9-11ee-9e54-acde48001122,colid_34c7d4c8-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,OO_34bdec7e-9aa9-11ee-9e54-acde48001122,coid_34c27f46-9aa9-11ee-9e54-acde48001122,colid_34c7d4f0-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,OO_34bdeca6-9aa9-11ee-9e54-acde48001122,coid_34c27f6e-9aa9-11ee-9e54-acde48001122,colid_34c7d50e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,OO_34bdecc4-9aa9-11ee-9e54-acde48001122,coid_34c27f8c-9aa9-11ee-9e54-acde48001122,colid_34c7d536-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,OO_34bdecec-9aa9-11ee-9e54-acde48001122,coid_34c27fb4-9aa9-11ee-9e54-acde48001122,colid_34c7d55e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,OO_34bded14-9aa9-11ee-9e54-acde48001122,coid_34c27fd2-9aa9-11ee-9e54-acde48001122,colid_34c7d586-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,6.0,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,OO_34bded3c-9aa9-11ee-9e54-acde48001122,coid_34c27ffa-9aa9-11ee-9e54-acde48001122,colid_34c7d5a4-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,5.0,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,OO_34bded5a-9aa9-11ee-9e54-acde48001122,coid_34c28022-9aa9-11ee-9e54-acde48001122,colid_34c7d5cc-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,OO_34bded82-9aa9-11ee-9e54-acde48001122,coid_34c2804a-9aa9-11ee-9e54-acde48001122,colid_34c7d5f4-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,5.0,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,OO_34bdeda0-9aa9-11ee-9e54-acde48001122,coid_34c28068-9aa9-11ee-9e54-acde48001122,colid_34c7d612-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,OO_34bdedc8-9aa9-11ee-9e54-acde48001122,coid_34c28090-9aa9-11ee-9e54-acde48001122,colid_34c7d63a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,OO_34bdedf0-9aa9-11ee-9e54-acde48001122,coid_34c280ae-9aa9-11ee-9e54-acde48001122,colid_34c7d662-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,OO_34bdee0e-9aa9-11ee-9e54-acde48001122,coid_34c280d6-9aa9-11ee-9e54-acde48001122,colid_34c7d68a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,4.0,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,OO_34bdee36-9aa9-11ee-9e54-acde48001122,coid_34c280fe-9aa9-11ee-9e54-acde48001122,colid_34c7d6a8-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,9.0,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,OO_34bdee5e-9aa9-11ee-9e54-acde48001122,coid_34c2811c-9aa9-11ee-9e54-acde48001122,colid_34c7d6d0-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,OO_34bdee7c-9aa9-11ee-9e54-acde48001122,coid_34c28144-9aa9-11ee-9e54-acde48001122,colid_34c7d6f8-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,5.0,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,OO_34bdeea4-9aa9-11ee-9e54-acde48001122,coid_34c2816c-9aa9-11ee-9e54-acde48001122,colid_34c7d716-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,OO_34bdeecc-9aa9-11ee-9e54-acde48001122,coid_34c2818a-9aa9-11ee-9e54-acde48001122,colid_34c7d73e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,OO_34bdeeea-9aa9-11ee-9e54-acde48001122,coid_34c281b2-9aa9-11ee-9e54-acde48001122,colid_34c7d766-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,OO_34bdef12-9aa9-11ee-9e54-acde48001122,coid_34c281d0-9aa9-11ee-9e54-acde48001122,colid_34c7d784-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,4.0,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,OO_34bdef3a-9aa9-11ee-9e54-acde48001122,coid_34c281f8-9aa9-11ee-9e54-acde48001122,colid_34c7d7ac-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,OO_34bdef58-9aa9-11ee-9e54-acde48001122,coid_34c28220-9aa9-11ee-9e54-acde48001122,colid_34c7d7d4-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,OO_34bdef80-9aa9-11ee-9e54-acde48001122,coid_34c28248-9aa9-11ee-9e54-acde48001122,colid_34c7d7f2-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,OO_34bdef9e-9aa9-11ee-9e54-acde48001122,coid_34c28266-9aa9-11ee-9e54-acde48001122,colid_34c7d81a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,OO_34bdefc6-9aa9-11ee-9e54-acde48001122,coid_34c2828e-9aa9-11ee-9e54-acde48001122,colid_34c7d842-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,OO_34bdefe4-9aa9-11ee-9e54-acde48001122,coid_34c282ac-9aa9-11ee-9e54-acde48001122,colid_34c7d860-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,5.0,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,OO_34bdf00c-9aa9-11ee-9e54-acde48001122,coid_34c282d4-9aa9-11ee-9e54-acde48001122,colid_34c7d888-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,5.0,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,OO_34bdf02a-9aa9-11ee-9e54-acde48001122,coid_34c282f2-9aa9-11ee-9e54-acde48001122,colid_34c7d8a6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,8.0,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,OO_34bdf052-9aa9-11ee-9e54-acde48001122,coid_34c2831a-9aa9-11ee-9e54-acde48001122,colid_34c7d8ce-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,OO_34bdf070-9aa9-11ee-9e54-acde48001122,coid_34c28338-9aa9-11ee-9e54-acde48001122,colid_34c7d8ec-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,5.0,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,OO_34bdf098-9aa9-11ee-9e54-acde48001122,coid_34c28360-9aa9-11ee-9e54-acde48001122,colid_34c7d914-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,OO_34bdf0c0-9aa9-11ee-9e54-acde48001122,coid_34c28388-9aa9-11ee-9e54-acde48001122,colid_34c7d93c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,OO_34bdf0e8-9aa9-11ee-9e54-acde48001122,coid_34c283a6-9aa9-11ee-9e54-acde48001122,colid_34c7d9e6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,OO_34bdf106-9aa9-11ee-9e54-acde48001122,coid_34c283ce-9aa9-11ee-9e54-acde48001122,colid_34c7da04-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,4.0,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,OO_34bdf12e-9aa9-11ee-9e54-acde48001122,coid_34c283f6-9aa9-11ee-9e54-acde48001122,colid_34c7da2c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,7.0,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,OO_34bdf156-9aa9-11ee-9e54-acde48001122,coid_34c28414-9aa9-11ee-9e54-acde48001122,colid_34c7da4a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,4.0,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,OO_34bdf174-9aa9-11ee-9e54-acde48001122,coid_34c2843c-9aa9-11ee-9e54-acde48001122,colid_34c7da72-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,OO_34bdf19c-9aa9-11ee-9e54-acde48001122,coid_34c2845a-9aa9-11ee-9e54-acde48001122,colid_34c7da9a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,4.0,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,OO_34bdf1ba-9aa9-11ee-9e54-acde48001122,coid_34c28482-9aa9-11ee-9e54-acde48001122,colid_34c7dab8-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,OO_34bdf1e2-9aa9-11ee-9e54-acde48001122,coid_34c284a0-9aa9-11ee-9e54-acde48001122,colid_34c7dae0-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,OO_34bdf200-9aa9-11ee-9e54-acde48001122,coid_34c284c8-9aa9-11ee-9e54-acde48001122,colid_34c7dafe-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,OO_34bdf228-9aa9-11ee-9e54-acde48001122,coid_34c284e6-9aa9-11ee-9e54-acde48001122,colid_34c7db26-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,2.0,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,OO_34bdf250-9aa9-11ee-9e54-acde48001122,coid_34c2850e-9aa9-11ee-9e54-acde48001122,colid_34c7db44-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,OO_34bdf26e-9aa9-11ee-9e54-acde48001122,coid_34c28536-9aa9-11ee-9e54-acde48001122,colid_34c7db6c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,OO_34bdf2aa-9aa9-11ee-9e54-acde48001122,coid_34c28568-9aa9-11ee-9e54-acde48001122,colid_34c7db9e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,OO_34bdf2c8-9aa9-11ee-9e54-acde48001122,coid_34c28586-9aa9-11ee-9e54-acde48001122,colid_34c7dbbc-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,OO_34bdf2f0-9aa9-11ee-9e54-acde48001122,coid_34c285ae-9aa9-11ee-9e54-acde48001122,colid_34c7dbe4-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,7.0,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,OO_34bdf318-9aa9-11ee-9e54-acde48001122,coid_34c285d6-9aa9-11ee-9e54-acde48001122,colid_34c7dc02-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,OO_34bdf336-9aa9-11ee-9e54-acde48001122,coid_34c285f4-9aa9-11ee-9e54-acde48001122,colid_34c7dc2a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,4.0,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,OO_34bdf35e-9aa9-11ee-9e54-acde48001122,coid_34c2861c-9aa9-11ee-9e54-acde48001122,colid_34c7dc48-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,1.0,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,OO_34bdf37c-9aa9-11ee-9e54-acde48001122,coid_34c2863a-9aa9-11ee-9e54-acde48001122,colid_34c7dc70-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,OO_34bdf3a4-9aa9-11ee-9e54-acde48001122,coid_34c28662-9aa9-11ee-9e54-acde48001122,colid_34c7dc98-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,0.0,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,OO_34bdf3cc-9aa9-11ee-9e54-acde48001122,coid_34c28680-9aa9-11ee-9e54-acde48001122,colid_34c7dcb6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,3.0,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,OO_34bdf3ea-9aa9-11ee-9e54-acde48001122,coid_34c286a8-9aa9-11ee-9e54-acde48001122,colid_34c7dcde-9aa9-11ee-9e54-acde48001122
