product_id,company_id,ship_from_site_id,customer_tpartner_id,final_quantity_requested,requested_delivery_date,order_date,actual_delivery_date,promised_delivery_date,status,id,cust_order_id
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,OPEN,OO_34bdeb16-9aa9-11ee-9e54-acde48001122,coid_34c27dde-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,OPEN,OO_34bdeb34-9aa9-11ee-9e54-acde48001122,coid_34c27e06-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,OPEN,OO_34bdeb5c-9aa9-11ee-9e54-acde48001122,coid_34c27e24-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,OPEN,OO_34bdeb7a-9aa9-11ee-9e54-acde48001122,coid_34c27e4c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,6.0,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,OPEN,OO_34bdeba2-9aa9-11ee-9e54-acde48001122,coid_34c27e74-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,6.0,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,OPEN,OO_34bdebca-9aa9-11ee-9e54-acde48001122,coid_34c27e92-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,OPEN,OO_34bdebe8-9aa9-11ee-9e54-acde48001122,coid_34c27eba-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,OPEN,OO_34bdec10-9aa9-11ee-9e54-acde48001122,coid_34c27ed8-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,OPEN,OO_34bdec38-9aa9-11ee-9e54-acde48001122,coid_34c27f00-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,OPEN,OO_34bdec60-9aa9-11ee-9e54-acde48001122,coid_34c27f28-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,OPEN,OO_34bdec7e-9aa9-11ee-9e54-acde48001122,coid_34c27f46-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,OPEN,OO_34bdeca6-9aa9-11ee-9e54-acde48001122,coid_34c27f6e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,OPEN,OO_34bdecc4-9aa9-11ee-9e54-acde48001122,coid_34c27f8c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,OPEN,OO_34bdecec-9aa9-11ee-9e54-acde48001122,coid_34c27fb4-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,OPEN,OO_34bded14-9aa9-11ee-9e54-acde48001122,coid_34c27fd2-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,6.0,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,OPEN,OO_34bded3c-9aa9-11ee-9e54-acde48001122,coid_34c27ffa-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,5.0,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,OPEN,OO_34bded5a-9aa9-11ee-9e54-acde48001122,coid_34c28022-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,OPEN,OO_34bded82-9aa9-11ee-9e54-acde48001122,coid_34c2804a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,5.0,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,OPEN,OO_34bdeda0-9aa9-11ee-9e54-acde48001122,coid_34c28068-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,OPEN,OO_34bdedc8-9aa9-11ee-9e54-acde48001122,coid_34c28090-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,OPEN,OO_34bdedf0-9aa9-11ee-9e54-acde48001122,coid_34c280ae-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,OPEN,OO_34bdee0e-9aa9-11ee-9e54-acde48001122,coid_34c280d6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,4.0,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,OPEN,OO_34bdee36-9aa9-11ee-9e54-acde48001122,coid_34c280fe-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,9.0,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,OPEN,OO_34bdee5e-9aa9-11ee-9e54-acde48001122,coid_34c2811c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,OPEN,OO_34bdee7c-9aa9-11ee-9e54-acde48001122,coid_34c28144-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,5.0,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,OPEN,OO_34bdeea4-9aa9-11ee-9e54-acde48001122,coid_34c2816c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,OPEN,OO_34bdeecc-9aa9-11ee-9e54-acde48001122,coid_34c2818a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,OPEN,OO_34bdeeea-9aa9-11ee-9e54-acde48001122,coid_34c281b2-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,OPEN,OO_34bdef12-9aa9-11ee-9e54-acde48001122,coid_34c281d0-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,4.0,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,OPEN,OO_34bdef3a-9aa9-11ee-9e54-acde48001122,coid_34c281f8-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,OPEN,OO_34bdef58-9aa9-11ee-9e54-acde48001122,coid_34c28220-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,OPEN,OO_34bdef80-9aa9-11ee-9e54-acde48001122,coid_34c28248-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,OPEN,OO_34bdef9e-9aa9-11ee-9e54-acde48001122,coid_34c28266-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,OPEN,OO_34bdefc6-9aa9-11ee-9e54-acde48001122,coid_34c2828e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,OPEN,OO_34bdefe4-9aa9-11ee-9e54-acde48001122,coid_34c282ac-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,5.0,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,OPEN,OO_34bdf00c-9aa9-11ee-9e54-acde48001122,coid_34c282d4-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,5.0,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,OPEN,OO_34bdf02a-9aa9-11ee-9e54-acde48001122,coid_34c282f2-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,8.0,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,OPEN,OO_34bdf052-9aa9-11ee-9e54-acde48001122,coid_34c2831a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,OPEN,OO_34bdf070-9aa9-11ee-9e54-acde48001122,coid_34c28338-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,5.0,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,OPEN,OO_34bdf098-9aa9-11ee-9e54-acde48001122,coid_34c28360-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,OPEN,OO_34bdf0c0-9aa9-11ee-9e54-acde48001122,coid_34c28388-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,OPEN,OO_34bdf0e8-9aa9-11ee-9e54-acde48001122,coid_34c283a6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,OPEN,OO_34bdf106-9aa9-11ee-9e54-acde48001122,coid_34c283ce-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,4.0,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,OPEN,OO_34bdf12e-9aa9-11ee-9e54-acde48001122,coid_34c283f6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,7.0,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,OPEN,OO_34bdf156-9aa9-11ee-9e54-acde48001122,coid_34c28414-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,4.0,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,OPEN,OO_34bdf174-9aa9-11ee-9e54-acde48001122,coid_34c2843c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,OPEN,OO_34bdf19c-9aa9-11ee-9e54-acde48001122,coid_34c2845a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,4.0,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,OPEN,OO_34bdf1ba-9aa9-11ee-9e54-acde48001122,coid_34c28482-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,OPEN,OO_34bdf1e2-9aa9-11ee-9e54-acde48001122,coid_34c284a0-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,OPEN,OO_34bdf200-9aa9-11ee-9e54-acde48001122,coid_34c284c8-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,OPEN,OO_34bdf228-9aa9-11ee-9e54-acde48001122,coid_34c284e6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,OPEN,OO_34bdf250-9aa9-11ee-9e54-acde48001122,coid_34c2850e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,OPEN,OO_34bdf26e-9aa9-11ee-9e54-acde48001122,coid_34c28536-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,OPEN,OO_34bdf2aa-9aa9-11ee-9e54-acde48001122,coid_34c28568-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,OPEN,OO_34bdf2c8-9aa9-11ee-9e54-acde48001122,coid_34c28586-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,OPEN,OO_34bdf2f0-9aa9-11ee-9e54-acde48001122,coid_34c285ae-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,7.0,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,OPEN,OO_34bdf318-9aa9-11ee-9e54-acde48001122,coid_34c285d6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,OPEN,OO_34bdf336-9aa9-11ee-9e54-acde48001122,coid_34c285f4-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,4.0,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,OPEN,OO_34bdf35e-9aa9-11ee-9e54-acde48001122,coid_34c2861c-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,OPEN,OO_34bdf37c-9aa9-11ee-9e54-acde48001122,coid_34c2863a-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,OPEN,OO_34bdf3a4-9aa9-11ee-9e54-acde48001122,coid_34c28662-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,0.0,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,OPEN,OO_34bdf3cc-9aa9-11ee-9e54-acde48001122,coid_34c28680-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,3.0,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,OPEN,OO_34bdf3ea-9aa9-11ee-9e54-acde48001122,coid_34c286a8-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,4.0,2023-12-17T14:49:58.303382-03:00,2023-12-17T14:49:58.303382-03:00,2023-12-17T14:49:58.303382-03:00,2023-12-17T14:49:58.303382-03:00,OPEN,OO_34bdf412-9aa9-11ee-9e54-acde48001122,coid_34c286c6-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,4.0,2023-12-18T14:49:58.303382-03:00,2023-12-18T14:49:58.303382-03:00,2023-12-18T14:49:58.303382-03:00,2023-12-18T14:49:58.303382-03:00,OPEN,OO_34bdf43a-9aa9-11ee-9e54-acde48001122,coid_34c286ee-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,1.0,2023-12-19T14:49:58.303382-03:00,2023-12-19T14:49:58.303382-03:00,2023-12-19T14:49:58.303382-03:00,2023-12-19T14:49:58.303382-03:00,OPEN,OO_34bdf462-9aa9-11ee-9e54-acde48001122,coid_34c28720-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,7.0,2023-12-20T14:49:58.303382-03:00,2023-12-20T14:49:58.303382-03:00,2023-12-20T14:49:58.303382-03:00,2023-12-20T14:49:58.303382-03:00,OPEN,OO_34bdf48a-9aa9-11ee-9e54-acde48001122,coid_34c2873e-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-12-21T14:49:58.303382-03:00,2023-12-21T14:49:58.303382-03:00,2023-12-21T14:49:58.303382-03:00,2023-12-21T14:49:58.303382-03:00,OPEN,OO_34bdf4b2-9aa9-11ee-9e54-acde48001122,coid_34c28766-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,2.0,2023-12-22T14:49:58.303382-03:00,2023-12-22T14:49:58.303382-03:00,2023-12-22T14:49:58.303382-03:00,2023-12-22T14:49:58.303382-03:00,OPEN,OO_34bdf4d0-9aa9-11ee-9e54-acde48001122,coid_34c28784-9aa9-11ee-9e54-acde48001122
abc123,ACPG,mnop1234,Mark LLC,7.0,2023-12-23T14:49:58.303382-03:00,2023-12-23T14:49:58.303382-03:00,2023-12-23T14:49:58.303382-03:00,2023-12-23T14:49:58.303382-03:00,OPEN,OO_34bdf4f8-9aa9-11ee-9e54-acde48001122,coid_34c287ac-9aa9-11ee-9e54-acde48001122
