tpartner_id,company_id,order_type,id,order_creation_date,submitted_date
1,ACPG,PO,Order_130,2024-02-24T14:49:58Z,2024-02-24T14:49:58Z
1,ACPG,PO,Order_131,2021-03-19T14:49:58Z,2021-03-19T14:49:58Z
1,ACPG,PO,Order_132,2021-04-05T07:49:58Z,2021-04-05T07:49:58Z
1,ACPG,PO,Order_133,2021-04-22T01:49:58Z,2021-04-22T01:49:58Z
1,ACPG,PO,Order_134,2021-05-08T19:49:58Z,2021-05-08T19:49:58Z
1,ACPG,PO,Order_135,2021-05-25T13:49:58Z,2021-05-25T13:49:58Z
1,ACPG,PO,Order_136,2021-06-11T07:49:58Z,2021-06-11T07:49:58Z
1,ACPG,PO,Order_137,2021-06-28T01:49:58Z,2021-06-28T01:49:58Z
1,ACPG,PO,Order_138,2021-07-14T19:49:58Z,2021-07-14T19:49:58Z
1,ACPG,PO,Order_139,2021-07-31T13:49:58Z,2021-07-31T13:49:58Z
1,ACPG,PO,Order_140,2021-08-17T07:49:58Z,2021-08-17T07:49:58Z
1,ACPG,PO,Order_141,2021-09-03T01:49:58Z,2021-09-03T01:49:58Z
1,ACPG,PO,Order_142,2021-09-19T20:49:58Z,2021-09-19T20:49:58Z
1,ACPG,PO,Order_143,2021-10-06T14:49:58Z,2021-10-06T14:49:58Z
1,ACPG,PO,Order_144,2021-10-23T08:49:58Z,2021-10-23T08:49:58Z
1,ACPG,PO,Order_145,2021-11-09T02:49:58Z,2021-11-09T02:49:58Z
1,ACPG,PO,Order_146,2021-11-25T20:49:58Z,2021-11-25T20:49:58Z
1,ACPG,PO,Order_147,2021-12-12T14:49:58Z,2021-12-12T14:49:58Z
1,ACPG,PO,Order_148,2021-12-29T08:49:58Z,2021-12-29T08:49:58Z
1,ACPG,PO,Order_149,2022-01-15T02:49:58Z,2022-01-15T02:49:58Z
1,ACPG,PO,Order_150,2022-01-31T20:49:58Z,2022-01-31T20:49:58Z
1,ACPG,PO,Order_151,2022-02-17T14:49:58Z,2022-02-17T14:49:58Z
1,ACPG,PO,Order_152,2022-03-06T08:49:58Z,2022-03-06T08:49:58Z
1,ACPG,PO,Order_153,2022-03-23T02:49:58Z,2022-03-23T02:49:58Z
1,ACPG,PO,Order_154,2022-04-08T19:49:58Z,2022-04-08T19:49:58Z
1,ACPG,PO,Order_155,2022-04-25T13:49:58Z,2022-04-25T13:49:58Z
1,ACPG,PO,Order_156,2022-05-12T07:49:58Z,2022-05-12T07:49:58Z
1,ACPG,PO,Order_157,2022-05-29T01:49:58Z,2022-05-29T01:49:58Z
1,ACPG,PO,Order_158,2022-06-14T19:49:58Z,2022-06-14T19:49:58Z
1,ACPG,PO,Order_159,2022-07-01T13:49:58Z,2022-07-01T13:49:58Z
1,ACPG,PO,Order_160,2022-07-18T07:49:58Z,2022-07-18T07:49:58Z
1,ACPG,PO,Order_161,2022-08-04T01:49:58Z,2022-08-04T01:49:58Z
1,ACPG,PO,Order_162,2022-08-20T19:49:58Z,2022-08-20T19:49:58Z
1,ACPG,PO,Order_163,2022-09-06T13:49:58Z,2022-09-06T13:49:58Z
1,ACPG,PO,Order_164,2022-09-23T08:49:58Z,2022-09-23T08:49:58Z
1,ACPG,PO,Order_165,2022-10-10T02:49:58Z,2022-10-10T02:49:58Z
1,ACPG,PO,Order_166,2022-10-26T20:49:58Z,2022-10-26T20:49:58Z
1,ACPG,PO,Order_167,2022-11-12T14:49:58Z,2022-11-12T14:49:58Z
1,ACPG,PO,Order_168,2022-11-29T08:49:58Z,2022-11-29T08:49:58Z
1,ACPG,PO,Order_169,2022-12-16T02:49:58Z,2022-12-16T02:49:58Z
1,ACPG,PO,Order_170,2023-01-01T20:49:58Z,2023-01-01T20:49:58Z
1,ACPG,PO,Order_171,2023-01-18T14:49:58Z,2023-01-18T14:49:58Z
1,ACPG,PO,Order_172,2023-02-04T08:49:58Z,2023-02-04T08:49:58Z
1,ACPG,PO,Order_173,2023-02-21T02:49:58Z,2023-02-21T02:49:58Z
1,ACPG,PO,Order_174,2023-03-09T20:49:58Z,2023-03-09T20:49:58Z
1,ACPG,PO,Order_175,2023-03-26T14:49:58Z,2023-03-26T14:49:58Z
1,ACPG,PO,Order_176,2023-04-12T07:49:58Z,2023-04-12T07:49:58Z
1,ACPG,PO,Order_177,2023-04-29T01:49:58Z,2023-04-29T01:49:58Z
1,ACPG,PO,Order_178,2023-05-15T19:49:58Z,2023-05-15T19:49:58Z
1,ACPG,PO,Order_179,2023-06-01T13:49:58Z,2023-06-01T13:49:58Z
1,ACPG,PO,Order_180,2023-06-18T07:49:58Z,2023-06-18T07:49:58Z
1,ACPG,PO,Order_181,2023-07-05T01:49:58Z,2023-07-05T01:49:58Z
1,ACPG,PO,Order_182,2023-07-21T19:49:58Z,2023-07-21T19:49:58Z
1,ACPG,PO,Order_183,2023-08-07T13:49:58Z,2023-08-07T13:49:58Z
1,ACPG,PO,Order_184,2023-08-24T07:49:58Z,2023-08-24T07:49:58Z
1,ACPG,PO,Order_185,2023-09-10T02:49:58Z,2023-09-10T02:49:58Z
1,ACPG,PO,Order_186,2023-09-26T20:49:58Z,2023-09-26T20:49:58Z
1,ACPG,PO,Order_187,2023-10-13T14:49:58Z,2023-10-13T14:49:58Z
1,ACPG,PO,Order_188,2023-10-30T08:49:58Z,2023-10-30T08:49:58Z
1,ACPG,PO,Order_189,2023-11-16T02:49:58Z,2023-11-16T02:49:58Z
1,ACPG,PO,Order_190,2023-12-02T20:49:58Z,2023-12-02T20:49:58Z
1,ACPG,PO,Order_191,2023-12-19T14:49:58Z,2023-12-19T14:49:58Z
1,ACPG,PO,Order_192,2024-01-05T08:49:58Z,2024-01-05T08:49:58Z
1,ACPG,PO,Order_193,2024-01-22T02:49:58Z,2024-01-22T02:49:58Z
1,ACPG,PO,Order_194,2024-02-07T20:49:58Z,2024-02-07T20:49:58Z
1,ACPG,PO,Order_195,2024-02-24T14:49:58Z,2024-02-24T14:49:58Z
1,ACPG,PO,Order_196,2021-03-19T14:49:58Z,2021-03-19T14:49:58Z
1,ACPG,PO,Order_197,2021-04-05T07:49:58Z,2021-04-05T07:49:58Z
1,ACPG,PO,Order_198,2021-04-22T01:49:58Z,2021-04-22T01:49:58Z
1,ACPG,PO,Order_199,2021-05-08T19:49:58Z,2021-05-08T19:49:58Z
1,ACPG,PO,Order_200,2021-05-25T13:49:58Z,2021-05-25T13:49:58Z
1,ACPG,PO,Order_201,2021-06-11T07:49:58Z,2021-06-11T07:49:58Z
1,ACPG,PO,Order_202,2021-06-28T01:49:58Z,2021-06-28T01:49:58Z
1,ACPG,PO,Order_203,2021-07-14T19:49:58Z,2021-07-14T19:49:58Z
1,ACPG,PO,Order_204,2021-07-31T13:49:58Z,2021-07-31T13:49:58Z
1,ACPG,PO,Order_205,2021-08-17T07:49:58Z,2021-08-17T07:49:58Z
1,ACPG,PO,Order_206,2021-09-03T01:49:58Z,2021-09-03T01:49:58Z
1,ACPG,PO,Order_207,2021-09-19T20:49:58Z,2021-09-19T20:49:58Z
1,ACPG,PO,Order_208,2021-10-06T14:49:58Z,2021-10-06T14:49:58Z
1,ACPG,PO,Order_209,2021-10-23T08:49:58Z,2021-10-23T08:49:58Z
1,ACPG,PO,Order_210,2021-11-09T02:49:58Z,2021-11-09T02:49:58Z
1,ACPG,PO,Order_211,2021-11-25T20:49:58Z,2021-11-25T20:49:58Z
1,ACPG,PO,Order_212,2021-12-12T14:49:58Z,2021-12-12T14:49:58Z
1,ACPG,PO,Order_213,2021-12-29T08:49:58Z,2021-12-29T08:49:58Z
1,ACPG,PO,Order_214,2022-01-15T02:49:58Z,2022-01-15T02:49:58Z
1,ACPG,PO,Order_215,2022-01-31T20:49:58Z,2022-01-31T20:49:58Z
1,ACPG,PO,Order_216,2022-02-17T14:49:58Z,2022-02-17T14:49:58Z
1,ACPG,PO,Order_217,2022-03-06T08:49:58Z,2022-03-06T08:49:58Z
1,ACPG,PO,Order_218,2022-03-23T02:49:58Z,2022-03-23T02:49:58Z
1,ACPG,PO,Order_219,2022-04-08T19:49:58Z,2022-04-08T19:49:58Z
1,ACPG,PO,Order_220,2022-04-25T13:49:58Z,2022-04-25T13:49:58Z
1,ACPG,PO,Order_221,2022-05-12T07:49:58Z,2022-05-12T07:49:58Z
1,ACPG,PO,Order_222,2022-05-29T01:49:58Z,2022-05-29T01:49:58Z
1,ACPG,PO,Order_223,2022-06-14T19:49:58Z,2022-06-14T19:49:58Z
1,ACPG,PO,Order_224,2022-07-01T13:49:58Z,2022-07-01T13:49:58Z
1,ACPG,PO,Order_225,2022-07-18T07:49:58Z,2022-07-18T07:49:58Z
1,ACPG,PO,Order_226,2022-08-04T01:49:58Z,2022-08-04T01:49:58Z
1,ACPG,PO,Order_227,2022-08-20T19:49:58Z,2022-08-20T19:49:58Z
1,ACPG,PO,Order_228,2022-09-06T13:49:58Z,2022-09-06T13:49:58Z
1,ACPG,PO,Order_229,2022-09-23T08:49:58Z,2022-09-23T08:49:58Z
1,ACPG,PO,Order_230,2022-10-10T02:49:58Z,2022-10-10T02:49:58Z
1,ACPG,PO,Order_231,2022-10-26T20:49:58Z,2022-10-26T20:49:58Z
1,ACPG,PO,Order_232,2022-11-12T14:49:58Z,2022-11-12T14:49:58Z
1,ACPG,PO,Order_233,2022-11-29T08:49:58Z,2022-11-29T08:49:58Z
1,ACPG,PO,Order_234,2022-12-16T02:49:58Z,2022-12-16T02:49:58Z
1,ACPG,PO,Order_235,2023-01-01T20:49:58Z,2023-01-01T20:49:58Z
1,ACPG,PO,Order_236,2023-01-18T14:49:58Z,2023-01-18T14:49:58Z
1,ACPG,PO,Order_237,2023-02-04T08:49:58Z,2023-02-04T08:49:58Z
1,ACPG,PO,Order_238,2023-02-21T02:49:58Z,2023-02-21T02:49:58Z
1,ACPG,PO,Order_239,2023-03-09T20:49:58Z,2023-03-09T20:49:58Z
1,ACPG,PO,Order_240,2023-03-26T14:49:58Z,2023-03-26T14:49:58Z
1,ACPG,PO,Order_241,2023-04-12T07:49:58Z,2023-04-12T07:49:58Z
1,ACPG,PO,Order_242,2023-04-29T01:49:58Z,2023-04-29T01:49:58Z
1,ACPG,PO,Order_243,2023-05-15T19:49:58Z,2023-05-15T19:49:58Z
1,ACPG,PO,Order_244,2023-06-01T13:49:58Z,2023-06-01T13:49:58Z
1,ACPG,PO,Order_245,2023-06-18T07:49:58Z,2023-06-18T07:49:58Z
1,ACPG,PO,Order_246,2023-07-05T01:49:58Z,2023-07-05T01:49:58Z
1,ACPG,PO,Order_247,2023-07-21T19:49:58Z,2023-07-21T19:49:58Z
1,ACPG,PO,Order_248,2023-08-07T13:49:58Z,2023-08-07T13:49:58Z
1,ACPG,PO,Order_249,2023-08-24T07:49:58Z,2023-08-24T07:49:58Z
1,ACPG,PO,Order_250,2023-09-10T02:49:58Z,2023-09-10T02:49:58Z
1,ACPG,PO,Order_251,2023-09-26T20:49:58Z,2023-09-26T20:49:58Z
1,ACPG,PO,Order_252,2023-10-13T14:49:58Z,2023-10-13T14:49:58Z
1,ACPG,PO,Order_253,2023-10-30T08:49:58Z,2023-10-30T08:49:58Z
1,ACPG,PO,Order_254,2023-11-16T02:49:58Z,2023-11-16T02:49:58Z
1,ACPG,PO,Order_255,2023-12-02T20:49:58Z,2023-12-02T20:49:58Z
1,ACPG,PO,Order_256,2023-12-19T14:49:58Z,2023-12-19T14:49:58Z
1,ACPG,PO,Order_257,2024-01-05T08:49:58Z,2024-01-05T08:49:58Z
1,ACPG,PO,Order_258,2024-01-22T02:49:58Z,2024-01-22T02:49:58Z
1,ACPG,PO,Order_259,2024-02-07T20:49:58Z,2024-02-07T20:49:58Z
1,ACPG,PO,Order_260,2024-02-24T14:49:58Z,2024-02-24T14:49:58Z
1,ACPG,PO,Order_261,2021-03-19T14:49:58Z,2021-03-19T14:49:58Z
1,ACPG,PO,Order_262,2021-04-05T07:49:58Z,2021-04-05T07:49:58Z
1,ACPG,PO,Order_263,2021-04-22T01:49:58Z,2021-04-22T01:49:58Z
1,ACPG,PO,Order_264,2021-05-08T19:49:58Z,2021-05-08T19:49:58Z
1,ACPG,PO,Order_265,2021-05-25T13:49:58Z,2021-05-25T13:49:58Z
1,ACPG,PO,Order_266,2021-06-11T07:49:58Z,2021-06-11T07:49:58Z
1,ACPG,PO,Order_267,2021-06-28T01:49:58Z,2021-06-28T01:49:58Z
1,ACPG,PO,Order_268,2021-07-14T19:49:58Z,2021-07-14T19:49:58Z
1,ACPG,PO,Order_269,2021-07-31T13:49:58Z,2021-07-31T13:49:58Z
1,ACPG,PO,Order_270,2021-08-17T07:49:58Z,2021-08-17T07:49:58Z
1,ACPG,PO,Order_271,2021-09-03T01:49:58Z,2021-09-03T01:49:58Z
1,ACPG,PO,Order_272,2021-09-19T20:49:58Z,2021-09-19T20:49:58Z
1,ACPG,PO,Order_273,2021-10-06T14:49:58Z,2021-10-06T14:49:58Z
1,ACPG,PO,Order_274,2021-10-23T08:49:58Z,2021-10-23T08:49:58Z
1,ACPG,PO,Order_275,2021-11-09T02:49:58Z,2021-11-09T02:49:58Z
1,ACPG,PO,Order_276,2021-11-25T20:49:58Z,2021-11-25T20:49:58Z
1,ACPG,PO,Order_277,2021-12-12T14:49:58Z,2021-12-12T14:49:58Z
1,ACPG,PO,Order_278,2021-12-29T08:49:58Z,2021-12-29T08:49:58Z
1,ACPG,PO,Order_279,2022-01-15T02:49:58Z,2022-01-15T02:49:58Z
1,ACPG,PO,Order_280,2022-01-31T20:49:58Z,2022-01-31T20:49:58Z
1,ACPG,PO,Order_281,2022-02-17T14:49:58Z,2022-02-17T14:49:58Z
1,ACPG,PO,Order_282,2022-03-06T08:49:58Z,2022-03-06T08:49:58Z
1,ACPG,PO,Order_283,2022-03-23T02:49:58Z,2022-03-23T02:49:58Z
1,ACPG,PO,Order_284,2022-04-08T19:49:58Z,2022-04-08T19:49:58Z
1,ACPG,PO,Order_285,2022-04-25T13:49:58Z,2022-04-25T13:49:58Z
1,ACPG,PO,Order_286,2022-05-12T07:49:58Z,2022-05-12T07:49:58Z
1,ACPG,PO,Order_287,2022-05-29T01:49:58Z,2022-05-29T01:49:58Z
1,ACPG,PO,Order_288,2022-06-14T19:49:58Z,2022-06-14T19:49:58Z
1,ACPG,PO,Order_289,2022-07-01T13:49:58Z,2022-07-01T13:49:58Z
1,ACPG,PO,Order_290,2022-07-18T07:49:58Z,2022-07-18T07:49:58Z
1,ACPG,PO,Order_291,2022-08-04T01:49:58Z,2022-08-04T01:49:58Z
1,ACPG,PO,Order_292,2022-08-20T19:49:58Z,2022-08-20T19:49:58Z
1,ACPG,PO,Order_293,2022-09-06T13:49:58Z,2022-09-06T13:49:58Z
1,ACPG,PO,Order_294,2022-09-23T08:49:58Z,2022-09-23T08:49:58Z
1,ACPG,PO,Order_295,2022-10-10T02:49:58Z,2022-10-10T02:49:58Z
1,ACPG,PO,Order_296,2022-10-26T20:49:58Z,2022-10-26T20:49:58Z
1,ACPG,PO,Order_297,2022-11-12T14:49:58Z,2022-11-12T14:49:58Z
1,ACPG,PO,Order_298,2022-11-29T08:49:58Z,2022-11-29T08:49:58Z
1,ACPG,PO,Order_299,2022-12-16T02:49:58Z,2022-12-16T02:49:58Z
1,ACPG,PO,Order_300,2023-01-01T20:49:58Z,2023-01-01T20:49:58Z
1,ACPG,PO,Order_301,2023-01-18T14:49:58Z,2023-01-18T14:49:58Z
1,ACPG,PO,Order_302,2023-02-04T08:49:58Z,2023-02-04T08:49:58Z
1,ACPG,PO,Order_303,2023-02-21T02:49:58Z,2023-02-21T02:49:58Z
1,ACPG,PO,Order_304,2023-03-09T20:49:58Z,2023-03-09T20:49:58Z
1,ACPG,PO,Order_305,2023-03-26T14:49:58Z,2023-03-26T14:49:58Z
1,ACPG,PO,Order_306,2023-04-12T07:49:58Z,2023-04-12T07:49:58Z
1,ACPG,PO,Order_307,2023-04-29T01:49:58Z,2023-04-29T01:49:58Z
1,ACPG,PO,Order_308,2023-05-15T19:49:58Z,2023-05-15T19:49:58Z
1,ACPG,PO,Order_309,2023-06-01T13:49:58Z,2023-06-01T13:49:58Z
